Company ID,Companies,Exchange,Ticker,Description,Fiscal Period,Revenue,Gross Profit,EBITDA,Net Income,Enterprise Value,Primary Industry Sector,Ownership Status,Company Financing Status,Verticals,HQ Location,Last Financing Date,Last Financing Deal Type,Last Financing Size,PitchBook Link
110581-21,Rhombus Energy Solutions,,,"Developer of power conversion and energy management systems intended for energy storage, microgrids, vehicle charging, and test equipment applications. The company offers standalone products, power conversion modules, semi-custom configurations, as well as contracted product development services, and high-power certification testing, enabling businesses to access a range of power products and services that suit their requirements.",,,,,,,Business Products and Services (B2B),Acquired/Merged (Operating Subsidiary),Formerly VC-backed,"CleanTech, Climate Tech, TMT","San Diego, CA",29-Jul-2022,Merger/Acquisition,131.00,View company online
98655-85,Rhythmos,,,"Developer of an algorithmic system intended to optimize the entire electric mobility ecosystem. The company's algorithmic optimization system (AOS) platform uses advanced machine learning and data analytics to optimize grid performance, considering fleet owner operational requirements, existing utility tariffs and rates, electric utility infrastructure capacity and grid constraints, wholesale energy market pricing, and more, enabling clients the transition to a decarbonized power grid based on distributed energy resources as primary service providers.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"Artificial Intelligence & Machine Learning, Big Data, LOHAS & Wellness, SaaS","Boulder, CO",09-Aug-2023,Later Stage VC,,View company online
484470-19,RiDERgy,,,"Developer of an efficient electrification and charging optimization platform intended to electrify and charge fleets efficiently. The company's platform specializes in offering to charge with time-of-use tariffs at times when electricity prices are low and generates revenue by offering flexible services to the electricity grid, developing machine-learning algorithms to predict mobility and energy system patterns, it optimizes charging based on AI-powered (artificial intelligence) algorithms that integrate mobility needs (vehicle data and demand prediction models), local energy systems (charging infrastructure, PV generation, batteries), energy markets (spot market tariffs), and grids (stability services), enabling clients to offer the lowest charging costs for electric fleets with more profitable charging to electric ride-sharing cars.",,,,,,,Information Technology,Privately Held (backing),Accelerator/Incubator Backed,"Artificial Intelligence & Machine Learning, SaaS","Berlin, Germany",12-Dec-2023,Early Stage VC,2.17,View company online
458257-06,Roombus,,,"Provider of a home buying and rental platform intended to offer elegant and affordable furnished houses. The company's platform creates an affordable home that is both elegant and functional, light on the environment, built tough to survive natural disasters, and promotes health and happiness for everyday living, enabling people to get rid of construction inefficiencies and high-density renewable energy storage in an affordable price.",FY 2020,,,,-0.01,,Consumer Products and Services (B2C),Privately Held (backing),Angel-Backed,Real Estate Technology,"Irvine, CA",01-Apr-2021,Equity Crowdfunding,0.30,View company online
56143-45,SAFCell,,,"Developer of solid acid fuel cell stacks technology designed to promote energy conversion. The company's cell stack technology facilitates real-world fuel use which is not dependent on pure hydrogen as a fuel source, enabling businesses in military and commercial applications sector to reduce fuel cost and enhance efficient power use.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Manufacturing, TMT","Pasadena, CA",18-May-2020,Debt - PPP,,View company online
233125-57,Sakuu,,,"Developer of sustainable battery manufacturing technology intended to power the electric world in a recyclable format. The company offers multi-material and multi-method 3D printing platforms for high-volume production and prints battery cells in a novel, rapid, mass-scale, and sustainable manner, providing clients with solid-state batteries that have a better range and faster charge times.",FY 2019,,,,,15.00,Information Technology,Privately Held (backing),Venture Capital-Backed,"3D Printing, CleanTech","San Jose, CA",06-Dec-2023,Later Stage VC,6.00,View company online
163036-36,Salient Energy,,,"Manufacturer of zinc-ion batteries intended to make energy storage safer and sustainable. The company's products include rechargeable batteries that consist of cathode materials that have relatively high energy density as compared to lithium-ion and lithium-polymer models, enabling electric industry players to access long-lasting batteries for better applications.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Manufacturing","Dartmouth, Canada",01-Dec-2022,Later Stage VC,,View company online
53337-43,Seeo,,,"Manufacturer of rechargeable lithium-ion batteries created to provide safe, high energy, lightweight storage ideal for demanding environments needing hours of reliable energy. The company's rechargeable lithium-ion batteries are based on a nano-structured polymer electrolyte which is entirely solid-state with no flammable or volatile components and less vulnerable to fires under crush or over voltage conditions, enabling vehicle owners to avail environmentally friendly battery that uses fewer raw materials and offers increased range of payload.",,,,,,,Energy,Acquired/Merged,Formerly VC-backed,"CleanTech, Manufacturing, TMT","Hayward, CA",28-Feb-2018,Merger/Acquisition,,View company online
56122-57,Selerity,,,"Developer of a financial technology intended to deliver content and data solutions designed to automate inefficient workflows in finance. The company's technology offers contextual search and automation process for the capital markets and digital wealth industries, while the company's event data powers trading, risk and investment models used by retail and institutional investors, enabling client's to automate their repetitive financial activities.",,,,,,,Information Technology,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,,"New York, NY",25-Sep-2019,Merger/Acquisition,,View company online
156133-72,SenSanna,,,"Manufacturer of environment sensing and monitoring equipment intended to provide real-time insight into system operating conditions and solve industrial measurement problems. The company's technologies provide distributed wireless monitoring that lets operators understand grid conditions on a local level, analyze stresses introduced by pv fluctuations, and develop local energy storage and control strategies, enabling utility department workers and local officials to know more about the grid stresses and fluctuations to develop more precise operation models.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"Industrials, Internet of Things, Manufacturing, TMT","Hanover, MD",28-Dec-2023,Later Stage VC,0.20,View company online
171089-74,Sepion Technologies,,,"Manufacturer of energy storage products intended to combine nanoscience, polymer chemistry, and cell engineering to deliver lithium-metal batteries. The company's composite membrane is an alternative to expensive and resistive ceramic separators within lithium batteries and can be processed in large-area formats at a lower cost, enabling battery producers to offer products with increased energy density.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, Manufacturing","Emeryville, CA",18-Nov-2021,Later Stage VC,18.75,View company online
279549-28,SHADO,,,"Manufacturer and distributor of electric vehicles intended to provide sustainable fleet and mobility alternatives. The company has innovative technology such as wireless charging, an ultra-capacitor energy storage pack, and infinitely variable transmission, enabling customers to get rid of the challenges of congestion, air pollution, and rough conditions in cities.",FY 2022,,,,,,Consumer Products and Services (B2C),Privately Held (backing),Venture Capital-Backed,"CleanTech, Manufacturing","Singapore, Singapore",11-Apr-2019,Later Stage VC,2.73,View company online
97708-15,Shifted Energy,,,"Developer of grid-interactive buildings and virtual power plants designed to focus on the integration of renewables through equitable transformation. The company's software platform converts fleets of electric water heaters, pool pumps, home batteries, solar inverters, and EV charging stations into smart, flexible distributed energy resources capable of providing multiple grid services, enabling customers with cost-effective and large-scale deployment that improves the end-user experience and reduces program maintenance and support requirements.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Internet of Things","Honolulu, HI",02-Oct-2023,Grant,0.15,View company online
464005-00,Sicona Battery Technologies,,,"Developer of lithium-ion battery technology designed to provide improved performance of battery materials at mass market scale without costing the earth. The company's battery materials technology delivers an increase in energy density and reduces the cost of energy storage compared to conventional graphite-only Lithium-ion battery cells by leveraging silicon metal, it provides these benefits to all-electric vehicles, enabling users to unlock faster battery charging rates.",,,,,,,Materials and Resources,Privately Held (backing),Venture Capital-Backed,"CleanTech, Nanotechnology","North Wollongong, Australia",31-May-2023,Early Stage VC,14.61,View company online
55234-36,Sila,,,"Manufacturer of supercharged car batteries intended to improve energy storage options. The company's batteries can be used in small, light and long-lasting electronic devices to unlock mass adoption of affordable and long-range electric vehicles and offer market-proven, boosted performance and quality control without compromising cycle life, power, or safety., enabling users to access batteries that are more effective than lithium-ion technology.",,,,,,,Materials and Resources,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Industrials, Mobility Tech, TMT","Alameda, CA",19-Oct-2022,Grant,100.00,View company online
53877-43,Silatronix,,,"Producer of patented organosilicon materials designed to be used for energy storage. The company's materials extend cell life, increase cell capacity, expand temperature operability ranges, and permit the safe and effective use of higher charge voltages in Li-ion batteries, and are well suited for use as electrolytes, binders, and coatings in energy storage devices, enabling users in the development of advanced Li-ion batteries for all applications, including portable products, electric-drive vehicles (EDVs), and utility-scale use.",,,,,,,Materials and Resources,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,Climate Tech,"Madison, WI",01-Nov-2021,Merger/Acquisition,,View company online
159224-95,Silniva,,,"Developer of nano-structured silicon materials designed for conversion of heat into electricity and eventually into the cold. The company's nano-structured silicon materials offer thermo-electric, solar photovoltaic, and energy storage, based on nano-silicon structures for the storage of lithium-ion batteries, enabling clients to consume a less fraction of the energy.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Formerly VC-backed,"CleanTech, E-Commerce, Manufacturing, Nanotechnology","Jefferson City, TN",01-Dec-2021,Secondary Transaction - Private,,View company online
52932-97,Simbol,,,"Manufacturer of battery materials for energy-related and critical industrial applications. The company provides lithium carbonate for use in electrolytes for electric vehicle batteries and other energy storage applications. It is focused on the production of lithium and other commodity metals using clean, zero waste production processes from brines and effluent streams.",,,,,,,Materials and Resources,Privately Held (backing),Formerly PE-Backed,"CleanTech, Manufacturing, TMT","Pleasanton, CA",31-Dec-2017,Grant,0.04,View company online
56616-13,Sionic Energy,,,"Developer of lithium-ion batteries designed to offer materials and chemistry that ensure long-lasting, safe, and sustainable lithium-ion batteries. The company's batteries are made using a non-flammable liquid electrolyte to improve safety and overcome poor cycle life, performance, and manufacturing cost that are historical barriers to the use of ionic liquids, enabling clients to get improved battery performance as well as increasing safety by mitigating the risks of thermal runaway.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"Climate Tech, Mobility Tech, TMT","Rochester, NY",13-Jul-2021,Later Stage VC,12.06,View company online
498349-99,Skip Technology,,,"Developer of a novel liquid battery designed to improve both the electrical and economic efficiency of large-scale battery storage. The company focuses on customers who need to time shift electricity like renewable producers, and grid arbitragers, who need reliability like factories and businesses, who need resilience like remote communities, and who want more independence like microgrids, enabling liquid batteries plus solar/wind/wave power will be more economical than fossil fuels making them redundant and significantly reducing greenhouse gas emissions.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Manufacturing","Portland, OR",01-Nov-2023,Later Stage VC,,View company online
114103-18,Slingshot Power,,,"Provider of solar panel installation services intended to provide business owners with clean and affordable energy. The company's services include the installation of energy-efficient products and devices such as solar photovoltaic systems, EV charging stations and LED lighting, enabling customers to reduce rising energy costs, energy production disruptions, and local pollution effects.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, LOHAS & Wellness, Mobility Tech, TMT","San Jose, CA",13-May-2019,Later Stage VC,0.96,View company online
436186-63,Soelect,,,"Developer of advanced solid-state battery components designed to power the next generation of electric vehicles, power tools, and mobile electronics. The company's components offer LiXTM (Lithium X/Cu) anode technology and a solid-state electrolyte platform for high energy density and batteries, enabling portable electronics, drones, aircraft, space, and any defense tactical weapons manufacturers to get cheaper and more efficient battery products compared to the lithium-ion batteries.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, Manufacturing, Mobility Tech, TMT","Greensboro, NC",11-Jan-2022,Early Stage VC,11.00,View company online
58550-77,Solvionic,,,"Developer and manufacturer of ionic liquids intended to serve the surface treatment, energy storage, catalysis, extraction and biotechnology industries. The company's chemicals are produced by designing chemical processes as a whole that use less energy and raw materials as well as generate less waste, enabling clients to get improved and safe ionic chemicals at cost-effective rates.",FY 2022,,,,,,Materials and Resources,Privately Held (backing),Private Equity-Backed,Manufacturing,"Toulouse, France",28-Oct-2019,Buyout/LBO,4.41,View company online
113616-64,Sourcenergy,,,"Developer of an oilfield water intelligence platform designed to improve the reliability and efficiency of the upstream energy supply chain. The company's platform offers data on water sources, water needs, and water services disposals from its proprietary satellite imagery analytics, government databases, market research, and IoT sensors to generate holistic, geospatial insights, thereby enabling energy companies to minimize their primary operating cost by ensuring a reliable mission-critical supply chain and reduce the environmental and community impacts of energy production.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"CleanTech, Oil & Gas","Houston, TX",10-Apr-2020,Debt - PPP,,View company online
234985-42,Span,,,"Developer of residential energy storage device designed to provide renewable electricity and electric vehicle charging services. The company's device makes home energy connected and intuitive using a smart electrical panel, which replaces the regular electrical panels, and an application to deliver a level of energy automation in the home, enabling users to understand and control home energy from anywhere and at any time.",,,,,,,Consumer Products and Services (B2C),Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, LOHAS & Wellness, Mobility Tech, SaaS","San Francisco, CA",04-Apr-2023,Later Stage VC,100.00,View company online
113671-81,Spark (Alternative Energy Equipment),,,"Provider of energy network distribution services intended to build sustainable, smart, and viably distributed energy networks in rural areas. The company's services offer durable smart-grid-based energy kits and solar energy alternatives that generate energy for homes and entire villages, enabling energy suppliers to trade energy surpluses in rural areas and get access to distributed energy networks through entrepreneurship.",FY 2022,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","Breda, Netherlands",12-Nov-2020,Later Stage VC,4.12,View company online
534630-25,Sphere Energy,,,"Operator of a battery tech and advisory firm intended to provide battery technology consulting services. The company offers services that leverages expertise in battery technologies to tackle the most demanding issues along the battery value chain, multi-sided AI(artificial intelligenec)-driven battery brain, solving the most pressing challenges of its customers, including the structuring and leveraging of R&D (research development) data and the interpretation and visualization of test data, among others and battery testing (cell-level) and advisory services, enabling the fulfillment of diverse needs of its customers which include automotive OEMs (original equipment manufacturer) and battery manufacturers.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Angel-Backed,"CleanTech, Industrials, Manufacturing","Grossaitingen, Germany",01-Feb-2023,Angel (individual),,View company online
122948-20,Spiers New Technologies,,,"Developer of advanced battery packs designed to be used in hybrid and electric vehicles. The company's batteries offer energy storage systems that hold excess energy from renewable energy sources like solar, enabling vehicle OEM's to optimize the life cycle management of their battery pack inventory and maximize its value.",,,,,,,Business Products and Services (B2B),Acquired/Merged (Operating Subsidiary),Formerly VC-backed,"CleanTech, Industrials, LOHAS & Wellness, Mobility Tech, TMT","Oklahoma City, OK",01-Sep-2021,Merger/Acquisition,,View company online
62202-79,Spin (Equipment),,,"Developer of energy storage technologies designed to facilitate cost-effective and environmentally friendly energy storage. The company's technologies include designing, building, and testing novel grid-level energy storage systems based on flywheels, enabling industries to access good quality and inexpensive energy storage systems and deliver instantaneous supply to their demand.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","Sacramento, CA",19-Mar-2021,Later Stage VC,1.13,View company online
324090-28,STABL (Electrical Equipment),,,"Developer of virtual battery inverters designed to increase the deployment of energy storage for renewable energy by setting a new standard for battery storage. The company's inverter engages in manufacturing central inverters for connection to the power grid obsolete to reduce the self-consumption of battery storage to a previously unachievable level, enabling clients to avoid life-threatening high battery voltage, utilize the full battery capacity, and maximize energy efficiency.",FY 2021,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"Climate Tech, Manufacturing","Munich, Germany",13-Jul-2023,Early Stage VC,16.40,View company online
529214-95,StackEase,,,"Developer of battery energy storage platform designed to optimize electricity trading. The company's products are machine learning and artificial intelligence-based and apply deep reinforcement learning algorithms to optimize battery energy storage systems profit and focus on optimized bidding strategies on ancillary services and more, enabling clients to help handle difficult energy optimization problems.",,,,,,,Information Technology,Privately Held (backing),Accelerator/Incubator Backed,"Artificial Intelligence & Machine Learning, LOHAS & Wellness, SaaS","Paris, France",13-Sep-2023,Accelerator/Incubator,0.12,View company online
159252-85,Staq Energy,,,"Developer of a distributed storage technology designed to accelerate the adoption of renewable energy. The company's technology provides a wide array of technological approaches to managing power supply, enabling clients to have a resilient energy infrastructure for global stationary energy storage.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","Louisville, CO",17-May-2016,Early Stage VC,10.00,View company online
230772-16,Starfire Energy,,,"Developer of modular systems designed to produce carbon-free ammonia. The company's plants are built in modular shipping containers which are pre-wired and pre-plumbed for easy interconnection on site and produce zero-carbon ammonia using only renewable energy, air, and water as inputs, enabling clients to meet energy storage, transportation, heat, and industrial process application needs in a carbon-free and sustainable manner.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, TMT","Denver, CO",01-Nov-2022,Later Stage VC,24.00,View company online
518238-82,Stark Drones,,,"Developer of a technology designed for sensory networks, universal asynchronous receiver-transmitter communications, and aviation design concepts. The company's technology offers efficient aeronautical vehicles to bring a new age to space exploration and transportation and offers an updated alternative to the current grid, wireless transmission, and energy systems that are used today, enabling users to have a technology mostly centered on disrupting telecommunications and infrastructure.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,Industrials,"Detroit, MI",14-Dec-2022,Equity Crowdfunding,0.03,View company online
436727-53,Stiesdal,,,"Developer of climate technology designed to mitigate weather change. The company specializes in creating and commercializing four technologies with high impact, ensuring its clients contribute to the achievement of global climate goals effectively.",FY 2022,,3.00,1.43,1.06,,Energy,Privately Held (backing),Private Equity-Backed,,"Copenhagen, Denmark",12-May-2021,PE Growth/Expansion,64.81,View company online
226996-03,Storelectric,,,"Operator of grid-scale energy generation and storage company intended to provide both existing traditional and renewable generation of energy. The company's plants utilize compressed air energy storage to offer the ability not only to generate electricity but also to store it when there is excess, to respond to intermittency issues, and to provide ancillary services to the grid and also design these plants allow these to be optimized for baseload, fast response, interconnection, wind farm management, and many other load cases, enabling customers to get a more steady source of renewable energy.",FY 2022,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, TMT","Manchester, United Kingdom",20-Jun-2022,Later Stage VC,92.00,View company online
185090-86,StorEn,,,"Developer of small-scale vanadium redox flow batteries designed for residential, small commercial, and telecom applications. The company's batteries are developed using the chemical composition of electrolyte to increase its molarity and its flow design reduces half of the cost and can be used as a backup in case of a power outage, enabling energy producers to improve the electrical efficiency of the stack, energy density of the electrolyte and its durability.",FY 2021,,,,"-1,588.16",,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, TMT","Greenville, SC",15-Sep-2022,Equity Crowdfunding,0.18,View company online
51085-45,Sun Catalytix,,,"Developer of an innovative technology intended to be used for energy storage and renewable fuels. The company's technology generates renewable energy supply from sunlight and water and develops new earth-abundant materials for energy conversion processes, thereby helping clients to avail advanced methods for efficient energy generation.",,,,,,,Energy,Acquired/Merged,Formerly VC-backed,"CleanTech, TMT","Cambridge, MA",25-Aug-2014,Merger/Acquisition,,View company online
482507-38,Sunairio,,,"Developer of a climate intelligence platform designed for renewable energy and energy markets prediction. The company's platform offers a proprietary climate simulation technology that generates probabilistic weather, energy, and market price forecasts, enabling energy industry customers to make better investment, planning, and operating decisions.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"Big Data, CleanTech","Baltimore, MD",22-Jul-2022,Seed Round,2.45,View company online
521938-09,Sunday Power,,,"Developer of solar cells and energy storage intended to provide solar systems for commercial buildings. The company's platform turns the dirty energy mix upside down and builds solar cells for a commercial building to focus on the core business, enabling farm owners and tenants to accelerate the green shift using technology and innovative business models.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,CleanTech,"Oslo, Norway",16-May-2023,Early Stage VC,9.39,View company online
433215-19,SunDensity,,,"Developer and provider of photonic solar conversion products and services intended to solve in-efficiencies in photonics. The company utilizes photonic smart coating technology to convert light wavelengths to offer high-output solar panels, enabling clients to have better operational efficiency in their optoelectronics instruments and other photonics-based devices.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, LOHAS & Wellness","Boston, MA",25-Jan-2022,Later Stage VC,15.50,View company online
494781-58,SunTrain,,,"Manufacturer of reliable renewable energy storage intended to provide affordable and reliable renewable energy storage to consumers. The company makes decarbonization possible and profitable by leveraging existing infrastructure and technologies, enabling clients with on-demand and affordable storage almost anywhere.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Manufacturing","San Francisco, CA",07-Apr-2022,Seed Round,2.25,View company online
44068-06,SustainX,,,"Provider of grid-scale energy storage services for supporting a cleaner and electric grid. The company develops energy storage technologies for renewable, commercial, and industrial energy management; and transmission asset utilization and optimization. It offers an energy storage system that utilizes an energy conversion system to store electrical energy in the form of compressed air.",,,,,,,Energy,Acquired/Merged,Formerly VC-backed,"CleanTech, TMT","Seabrook, NH",30-Mar-2015,Merger/Acquisition,,View company online
512846-38,Swan-H,,,"Developer of green ammonia production technology intended to streamline ammonia production. The company uses a patented chemical process to produce ammonia from renewable energy sources, without the need for natural gas or hydrogen, enabling clients to reduce the environmental impact of ammonia production and make it a more sustainable option for fertilizer production and energy storage.",,,,,,,Materials and Resources,Privately Held (backing),Venture Capital-Backed,"CleanTech, Oil & Gas","Toulouse, France",09-Jun-2023,Early Stage VC,0.32,View company online
183583-63,Swing Electric,,,"Operator of an energy analytics platform intended to determine the value of solar, storage, and an electric vehicle for a homeowner. The company's platform features centralized intelligence for distributed energy devices through benchmarking, prediction and improved performance, enabling customers to set up their homes to gain cheap, green electricity for their electric vehicles.",,,,,,,Information Technology,Acquired/Merged,Formerly VC-backed,"Artificial Intelligence & Machine Learning, Big Data, CleanTech, Climate Tech, TMT","Oakland, CA",23-Apr-2021,Merger/Acquisition,,View company online
339908-14,Switchd,,,"Developer of an auto-switching data-driven platform intended to help clients find green home solutions. The company's service collects existing tariff information and preferences from customers and searches for deals across the energy market, from big suppliers to smaller players, enabling users to get suitable deals available in the market.",FY 2022,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,CleanTech,"London, United Kingdom",21-Jul-2023,Later Stage VC,1.96,View company online
501515-29,Swugo,,,"Manufacturer of swappable smart batteries created to accelerate the electrification of active, human-scale urban mobility. The company develops and deploys smart energy storage, charging, and distribution systems to power light electric vehicles and provides batteries that can instantly turn their bike into an electrified one, enabling clients to drive pollution out of cities by electrifying active urban transport.",FY 2022,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"LOHAS & Wellness, Manufacturing","'s-Hertogenbosch, Netherlands",18-Oct-2021,Accelerator/Incubator,0.06,View company online
167836-15,Sylfen,,,"Developer of energy storage and production systems designed to make buildings autonomous in terms of energy. The company's energy storage and production systems use a reversible electrolyzer and fuel cell for the storage of solar energy in hydrogen form as well as the production of energy from methane, enabling building owners to store and consume the energy as per demand and reduce electricity costs.",FY 2022,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, LOHAS & Wellness, TMT","Le Cheylas, France",13-May-2022,Later Stage VC,7.88,View company online
52182-37,Tangent Energy Solutions,,,"Operator of an energy production agency intended to develop renewable energy projects. The company's agency operates and maintains energy projects and helps in the formulation of energy strategy for commercial, industrial and institutional projects and also monitors grid, facility, and on-site generation assets, and alerts customers ahead of high-value economic opportunities, enabling customers to get the technology and resources needed to realize the economic benefit of the role their energy systems play in energy markets.",,,,,,,Information Technology,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,"CleanTech, Climate Tech, LOHAS & Wellness, TMT","Kennett Square, PA",02-May-2022,Merger/Acquisition,,View company online
103144-33,Tank Utility,,,"Manufacturer of a smart metering device designed to provide tank-level data through wireless sensors and smartphone applications. The company combines a low-cost, easy-to-install, wireless tank monitor with secure mobile and web applications that provide real-time status, usage data, pricing, and transaction processing, enabling clients to deliver fuel and increase profit, provide efficient service, and increase retention by improving the overall customer experience.",,,,,,,Information Technology,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,"CleanTech, Industrials, Manufacturing, Mobile, SaaS, TMT","Boston, MA",01-Oct-2021,Merger/Acquisition,,View company online
265890-25,Ten-Nine Tech,,,"Developer of battery materials designed to achieve energy equivalence with fossil fuels. The company's nanomaterials are the first battery material to achieve parity with fossil fuels, enabling clients to faster charge, expand state-of-charge utilization, and improve cold-temperature performance when blended with current cathode materials.",,,,,,,Materials and Resources,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Nanotechnology","Tulsa, OK",27-Apr-2022,Later Stage VC,7.00,View company online
56961-37,Terrajoule Corp,,,"Developer of an energy storage technology designed to extend the worldwide reach and penetration of renewable energy. The company's technology provides a platform for solving the fundamental problem of intermittent supply of solar and wind power, enabling clients to avail of a technology that makes generating and storing electricity efficient and easy.",,,,,,,Energy,Out of Business,Formerly VC-backed,"CleanTech, Climate Tech, Industrials, Infrastructure, TMT","Palo Alto, CA",19-Apr-2021,Out of Business,,View company online
176492-53,TESVOLT,,,"Developer and manufacturer of innovative lithium battery storage systems designed to promote the use of renewable energies. The company's electricity storage units can be connected to all renewable energy sources on the low-voltage grid: sun, wind, water, biogas and block heating, enabling businesses to get a self-developed active battery management system that ensures optimal charging and discharging of the battery cells and makes power storage particularly durable.",FY 2022,,29.13,5.03,2.97,,Information Technology,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, LOHAS & Wellness","Lutherstadt Wittenberg, Germany",16-Nov-2021,Later Stage VC,46.26,View company online
527488-84,Tether EV,,,"Developer of EV charging software designed to convert electric vehicles into energy storage units. The company offers synchronized EV charging, providing grid flexibility, and reducing electricity costs, enabling owners to actively reduce their carbon footprint and generate passive income to earn rewards through profit sharing.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"CleanTech, SaaS","Barcelona, Spain",01-Jul-2023,Early Stage VC,,View company online
528225-13,The Quarry Battery Company,,,"Developer of pumped hydro energy storage systems intended to provide reliable grid-scale storage. The company's system used disused quarries as reservoirs to create large-scale, low-cost, and long-lasting storage facilities, enabling clients to meet their energy needs in a clean and sustainable way.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,,"London, United Kingdom",,Early Stage VC,,View company online
125151-67,Themo,,,"Developer of an electricity management platform designed to optimize electricity consumption. The company's platform uses cloud-based virtual power pool tools to shift electricity consumption and production, enabling clients to reduce heating costs.",,,,,,,Consumer Products and Services (B2C),Privately Held (backing),Venture Capital-Backed,"CleanTech, SaaS","Vantaa, Finland",14-Sep-2022,Later Stage VC,0.65,View company online
267671-98,ThermoVault,,,"Developer of retrofit technology designed for operating a decentralized storage system. The company's technology is an all-in software and hardware IoT platform for energy services that turns existing water and space heaters into an energy-saving and lucrative grid-responsive energy storage device, enabling electricity consumers and utilities to save money while allowing for the integration of renewables.",,,,,,,Consumer Products and Services (B2C),Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","Genk, Belgium",18-Nov-2022,Early Stage VC,1.50,View company online
54725-95,Theva,,,"Manufacturer of high-temperature superconductor coatings intended to be used in the electronics, sensor, and medical technology sectors. The company develops coatings that deliver reliable material that is easy to process and able to replace copper without any difficulties, enabling businesses to avail semiconductors that deliver more amount of current through the same cross-section of copper with practically no power loss.",FY 2021,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"Climate Tech, Manufacturing","Bayern, Germany",12-Jul-2018,Later Stage VC,,View company online
233005-96,Tiamat,,,"Developer, designer and manufacturer of sodium-ion batteries designed for mobility and stationary energy storage. The company's battery cells have fast-charging power capabilities with high power density, safety usage and enhanced cycle, enabling clients to receive long-life batteries for their usage.",FY 2022,,,,,,Business Products and Services (B2B),Privately Held (backing),Private Equity-Backed,,"Amiens, France",07-Aug-2023,Secondary Transaction - Private,,View company online
267055-48,Titan Advanced Energy Solutions,,,"Developer of an ultrasound battery management system designed to maximize the utility of lithium-ion batteries. The company's system accelerates electrification and decarbonization by optimizing battery energy storage for a clean, safe, and sustainable future, enabling businesses to evaluate the health of used batteries.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"Manufacturing, SaaS","Salem, MA",31-Dec-2021,Grant,1.30,View company online
484657-03,TokWise,,,"Developer of a cross-functional tech platform designed for green energy portfolio optimization. The company's platform includes automated energy data management, advanced portfolio forecasting, real-time position management, and commercial optimization, enabling customers to make faster decisions and maximize return on investment.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,"Artificial Intelligence & Machine Learning, SaaS","Sofia, Bulgaria",09-Nov-2023,Early Stage VC,3.18,View company online
